id;post_id;account_id;username;account_name;description;duration;published_at;permalink;post_type;views;reach;likes;shares;follows;comments;saves;created_at;updated_at
fe41a258-c85e-441b-8e57-a18bae6f1e1e;18080604866520487;17841403684060377;nadsongl;Nadson;Eu passo por isso direto 🤦🏾‍♀️ - Segue aí ➡️ @nadsongl;45;2027-04-01 16:46:00+00;https://www.instagram.com/reel/DTlkyurAZ7p/;Reel do Instagram;3706;2925;215;14;0;14;11;2026-02-08 03:51:29.951457+00;2026-02-16 18:21:34.745131+00
a68e4997-8a0c-4041-a0df-0358b833723f;18096725942494914;17841403684060377;nadsongl;Nadson;O nome do peixe é pinote 🏃🏾💨;31;2027-04-01 14:09:00+00;https://www.instagram.com/reel/DTlS647gUJX/;Reel do Instagram;1848;1418;79;19;0;11;2;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
73235bd4-991b-4c00-9770-43783d18f26e;18052807568418824;17841403684060377;nadsongl;Nadson;Não compensa perder a cabeça atoa;33;2027-01-01 11:27:00+00;https://www.instagram.com/reel/DTdSCNIjkHw/;Reel do Instagram;2164;1707;127;10;1;7;3;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
ca9d9c00-6f76-4a16-807a-d2bb7d2f3078;18310922077252681;17841403684060377;nadsongl;Nadson;Vc é uma pessoa competitiva ou não tem coragem de ser?;79;2027-01-01 11:18:00+00;https://www.instagram.com/reel/DTdQ-qmjlr8/;Reel do Instagram;2082;1820;72;3;3;9;6;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
0879e694-390c-444c-b837-6edeae544f76;18087165959107880;17841403684060377;nadsongl;Nadson;Vc é uma pessoa competitiva ou não tem coragem de ser?;79;2027-01-01 09:11:00+00;https://www.instagram.com/reel/DTdCcxDji8E/;Reel do Instagram;1959;1643;79;6;0;2;14;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
f645c1d0-0fe0-4e4e-a96c-58bbe2c48cf8;18080070461219885;17841403684060377;nadsongl;Nadson;Vc cuida de vc mesmo ou espera alguém vir para cuidar?;60;2026-12-01 14:12:00+00;https://www.instagram.com/reel/DTbAKS1AWTn/;Reel do Instagram;2076;1775;92;13;2;6;7;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
98674d82-cb14-4da3-97b8-f8f3c7b49002;18090026929995796;17841403684060377;nadsongl;Nadson;Seja intocável!;55;2026-12-01 13:57:00+00;https://www.instagram.com/reel/DTa-XAzAfc4/;Reel do Instagram;1996;1704;97;7;0;3;16;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
cdaa7eba-20f5-4cb1-b11f-50b4baae84f5;18164927353402698;17841403684060377;nadsongl;Nadson;Eu com TDAH mandando essa braba no samba 🤣;69;2026-12-01 11:46:00+00;https://www.instagram.com/reel/DTavU48DvZH/;Reel do Instagram;2423;2011;117;8;0;16;2;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
b25f1c8e-2ca5-48aa-b15f-51226709e233;17983860569945480;17841403684060377;nadsongl;Nadson;E tem tempo ruim é? 😅;46;2026-11-01 19:15:00+00;https://www.instagram.com/reel/DTY9vZLDuFq/;Reel do Instagram;2246;1818;76;0;1;5;1;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
1e9f7cd8-e66e-4b32-a158-77722aa5bac0;18552136339054278;17841403684060377;nadsongl;Nadson;Ficar triste como vei? E tem como?;21;2026-11-01 11:20:00+00;https://www.instagram.com/reel/DTYHphHDodn/;Reel do Instagram;3102;2344;166;2;3;11;0;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
657db981-26ef-4bd1-9d06-48f0afa3035d;17987048663766281;17841403684060377;nadsongl;Nadson;🤔🤔🤔;51;2026-11-01 10:56:00+00;https://www.instagram.com/reel/DTYE2KdDk8G/;Reel do Instagram;3364;2434;146;15;1;16;13;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
3b5576aa-d6bb-4604-abc8-53e0d0c9244e;18156599095420891;17841403684060377;nadsongl;Nadson;O famoso antes só do que mal acompanhado;44;2026-10-01 21:55:00+00;https://www.instagram.com/reel/DTWrk-gjtBs/;Reel do Instagram;2553;2196;104;7;0;5;5;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
09321537-729f-46ae-8c58-ad46ef299f0b;18373419979088679;17841403684060377;nadsongl;Nadson;Não jogue no seguro;65;2026-09-01 10:42:00+00;https://www.instagram.com/reel/DTS5wPtjiIg/;Reel do Instagram;3177;2570;212;43;8;9;56;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
77569726-7017-4810-a361-f9c217804b73;18550501219037440;17841403684060377;nadsongl;Nadson;2026 é o nosso ano 🙌🏾🙌🏾;20;2026-01-01 16:37:00+00;https://www.instagram.com/reel/DS-7-smgX2y/;Reel do Instagram;2579;2147;65;2;2;12;2;2026-02-07 20:41:04.849165+00;2026-02-16 18:21:34.745131+00
